year,state,cause name,death
2004,District of Columbia,Cancer,1152
2003,District of Columbia,Cancer,1122
2002,District of Columbia,Cancer,1298
2001,District of Columbia,Cancer,1327
2000,District of Columbia,Cancer,1335
1999,District of Columbia,Cancer,1340
2016,Florida,Cancer,44266
2015,Florida,Cancer,44027
2014,Florida,Cancer,43212
2013,Florida,Cancer,42735
2012,Florida,Cancer,42188
2011,Florida,Cancer,41681
2010,Florida,Cancer,41467
2009,Florida,Cancer,40932
2008,Florida,Cancer,40814
2007,Florida,Cancer,40088
2006,Florida,Cancer,40415
2005,Florida,Cancer,40592
2004,Florida,Cancer,39840
2003,Florida,Cancer,39404
2002,Florida,Cancer,39140
2001,Florida,Cancer,39090
2000,Florida,Cancer,39183
1999,Florida,Cancer,38478
2016,Georgia,Cancer,17184
2015,Georgia,Cancer,16945
2014,Georgia,Cancer,16684
2013,Georgia,Cancer,16417
2012,Georgia,Cancer,16021
2011,Georgia,Cancer,15602
2010,Georgia,Cancer,15435
2009,Georgia,Cancer,15143
2008,Georgia,Cancer,14621
2007,Georgia,Cancer,14983
2006,Georgia,Cancer,14474
2005,Georgia,Cancer,14358
2004,Georgia,Cancer,14313
2003,Georgia,Cancer,14032
2002,Georgia,Cancer,13975
2001,Georgia,Cancer,13818
2000,Georgia,Cancer,13690
1999,Georgia,Cancer,13225
2016,Hawaii,Cancer,2401
2015,Hawaii,Cancer,2462
2014,Hawaii,Cancer,2493
2013,Hawaii,Cancer,2332
2012,Hawaii,Cancer,2284
2011,Hawaii,Cancer,2278
2010,Hawaii,Cancer,2266
2009,Hawaii,Cancer,2244
2008,Hawaii,Cancer,2194
2007,Hawaii,Cancer,2214
2006,Hawaii,Cancer,2171
2005,Hawaii,Cancer,2169
2004,Hawaii,Cancer,2088
2003,Hawaii,Cancer,2133
2002,Hawaii,Cancer,1945
2001,Hawaii,Cancer,2024
2000,Hawaii,Cancer,1943
1999,Hawaii,Cancer,1916
2016,Idaho,Cancer,2884
2015,Idaho,Cancer,2849
2014,Idaho,Cancer,2795
2013,Idaho,Cancer,2707
2012,Idaho,Cancer,2572
2011,Idaho,Cancer,2573
2010,Idaho,Cancer,2530
2009,Idaho,Cancer,2458
2008,Idaho,Cancer,2511
2007,Idaho,Cancer,2405
2006,Idaho,Cancer,2306
2005,Idaho,Cancer,2368
2004,Idaho,Cancer,2227
2003,Idaho,Cancer,2321
2002,Idaho,Cancer,2138
2001,Idaho,Cancer,2093
2000,Idaho,Cancer,2128
1999,Idaho,Cancer,2162
2016,Illinois,Cancer,24389
2015,Illinois,Cancer,24713
2014,Illinois,Cancer,24501
2013,Illinois,Cancer,24491
2012,Illinois,Cancer,24562
2011,Illinois,Cancer,24007
2010,Illinois,Cancer,24070
2009,Illinois,Cancer,24185
2008,Illinois,Cancer,24300
2007,Illinois,Cancer,24115
2006,Illinois,Cancer,24084
2005,Illinois,Cancer,24250
2004,Illinois,Cancer,24289
2003,Illinois,Cancer,24464
2002,Illinois,Cancer,24737
2001,Illinois,Cancer,24778
2000,Illinois,Cancer,25365
1999,Illinois,Cancer,25024
2016,Indiana,Cancer,13424
2015,Indiana,Cancer,13511
2014,Indiana,Cancer,13519
2013,Indiana,Cancer,13258
2012,Indiana,Cancer,13368
2011,Indiana,Cancer,13180
2010,Indiana,Cancer,13164
2009,Indiana,Cancer,13093
2008,Indiana,Cancer,13137
2007,Indiana,Cancer,12778
2006,Indiana,Cancer,12903
2005,Indiana,Cancer,12796
2004,Indiana,Cancer,12552
2003,Indiana,Cancer,12933
2002,Indiana,Cancer,12865
2001,Indiana,Cancer,12831
2000,Indiana,Cancer,12842
1999,Indiana,Cancer,12898
2016,Iowa,Cancer,6432
2015,Iowa,Cancer,6513
2014,Iowa,Cancer,6504
2013,Iowa,Cancer,6509
2012,Iowa,Cancer,6438
2011,Iowa,Cancer,6481
2010,Iowa,Cancer,6358
2009,Iowa,Cancer,6249
2008,Iowa,Cancer,6424
2007,Iowa,Cancer,6376
2006,Iowa,Cancer,6359
2005,Iowa,Cancer,6453
2004,Iowa,Cancer,6340
2003,Iowa,Cancer,6469
2002,Iowa,Cancer,6473
2001,Iowa,Cancer,6404
2000,Iowa,Cancer,6448
1999,Iowa,Cancer,6346
2016,Kansas,Cancer,5484
2015,Kansas,Cancer,5604
2014,Kansas,Cancer,5587
2013,Kansas,Cancer,5379
2012,Kansas,Cancer,5429
2011,Kansas,Cancer,5440
2010,Kansas,Cancer,5377
2009,Kansas,Cancer,5319
2008,Kansas,Cancer,5294
2007,Kansas,Cancer,5406
2006,Kansas,Cancer,5343
2005,Kansas,Cancer,5428
2004,Kansas,Cancer,5312
2003,Kansas,Cancer,5332
2002,Kansas,Cancer,5362
2001,Kansas,Cancer,5448
2000,Kansas,Cancer,5223
1999,Kansas,Cancer,5334
2016,Kentucky,Cancer,10363
2015,Kentucky,Cancer,10312
2014,Kentucky,Cancer,10263
2013,Kentucky,Cancer,10085
2012,Kentucky,Cancer,10012
2011,Kentucky,Cancer,9733
2010,Kentucky,Cancer,9930
2009,Kentucky,Cancer,9634
2008,Kentucky,Cancer,9589
2007,Kentucky,Cancer,9692
2006,Kentucky,Cancer,9394
2005,Kentucky,Cancer,9505
2004,Kentucky,Cancer,9159
2003,Kentucky,Cancer,9378
2002,Kentucky,Cancer,9438
2001,Kentucky,Cancer,9358
2000,Kentucky,Cancer,9207
1999,Kentucky,Cancer,8925
2016,Louisiana,Cancer,9149
2015,Louisiana,Cancer,9397
2014,Louisiana,Cancer,9455
2013,Louisiana,Cancer,9419
2012,Louisiana,Cancer,9308
2011,Louisiana,Cancer,9233
2010,Louisiana,Cancer,9203
2009,Louisiana,Cancer,9098
2008,Louisiana,Cancer,9197
2007,Louisiana,Cancer,8736
2006,Louisiana,Cancer,8853
2005,Louisiana,Cancer,9249
2004,Louisiana,Cancer,9434
2003,Louisiana,Cancer,9533
2002,Louisiana,Cancer,9441
2001,Louisiana,Cancer,9517
2000,Louisiana,Cancer,9400
1999,Louisiana,Cancer,9412
2016,Maine,Cancer,3275
2015,Maine,Cancer,3398
2014,Maine,Cancer,3209
2013,Maine,Cancer,3227
2012,Maine,Cancer,3226
2011,Maine,Cancer,3201
2010,Maine,Cancer,3248
2009,Maine,Cancer,3133
2008,Maine,Cancer,3093
2007,Maine,Cancer,3112
2006,Maine,Cancer,3089
2005,Maine,Cancer,3218
2004,Maine,Cancer,3124
2003,Maine,Cancer,3120
2002,Maine,Cancer,3206
2001,Maine,Cancer,3045
2000,Maine,Cancer,3070
1999,Maine,Cancer,3035
2016,Maryland,Cancer,10911
2015,Maryland,Cancer,10568
2014,Maryland,Cancer,10759
2013,Maryland,Cancer,10609
2012,Maryland,Cancer,10525
2011,Maryland,Cancer,10249
2010,Maryland,Cancer,10269
2009,Maryland,Cancer,10412
2008,Maryland,Cancer,10360
2007,Maryland,Cancer,10179
2006,Maryland,Cancer,10350
2005,Maryland,Cancer,10371
2004,Maryland,Cancer,10168
2003,Maryland,Cancer,10292
2002,Maryland,Cancer,10395
2001,Maryland,Cancer,10322
2000,Maryland,Cancer,10290
1999,Maryland,Cancer,10143
2016,Massachusetts,Cancer,12717
2015,Massachusetts,Cancer,12750
2014,Massachusetts,Cancer,12787
2013,Massachusetts,Cancer,12858
2012,Massachusetts,Cancer,12864
2011,Massachusetts,Cancer,12895
2010,Massachusetts,Cancer,12993
2009,Massachusetts,Cancer,13112
2008,Massachusetts,Cancer,13031
2007,Massachusetts,Cancer,13003
2006,Massachusetts,Cancer,13407
2005,Massachusetts,Cancer,13182
2004,Massachusetts,Cancer,13337
2003,Massachusetts,Cancer,13551
2002,Massachusetts,Cancer,13914
2001,Massachusetts,Cancer,13750
2000,Massachusetts,Cancer,14027
1999,Massachusetts,Cancer,13853
2016,Michigan,Cancer,20870
2015,Michigan,Cancer,20732
2014,Michigan,Cancer,21169
2013,Michigan,Cancer,20367
2012,Michigan,Cancer,20496
2011,Michigan,Cancer,20420
2010,Michigan,Cancer,20620
2009,Michigan,Cancer,20257
2008,Michigan,Cancer,20211
2007,Michigan,Cancer,20087
2006,Michigan,Cancer,20192
2005,Michigan,Cancer,20094
2004,Michigan,Cancer,19653
2003,Michigan,Cancer,19713
2002,Michigan,Cancer,19985
2001,Michigan,Cancer,19689
2000,Michigan,Cancer,19798
1999,Michigan,Cancer,19744
2016,Minnesota,Cancer,9857
2015,Minnesota,Cancer,9925
2014,Minnesota,Cancer,9649
2013,Minnesota,Cancer,9601
2012,Minnesota,Cancer,9424
2011,Minnesota,Cancer,9489
2010,Minnesota,Cancer,9612
2009,Minnesota,Cancer,9580
2008,Minnesota,Cancer,9446
2007,Minnesota,Cancer,9176
2006,Minnesota,Cancer,9079
2005,Minnesota,Cancer,8823
2004,Minnesota,Cancer,9093
2003,Minnesota,Cancer,9183
2002,Minnesota,Cancer,9210
2001,Minnesota,Cancer,8967
2000,Minnesota,Cancer,9215
1999,Minnesota,Cancer,8892
2016,Mississippi,Cancer,6568
2015,Mississippi,Cancer,6485
2014,Mississippi,Cancer,6534
2013,Mississippi,Cancer,6527
2012,Mississippi,Cancer,6499
2011,Mississippi,Cancer,6278
2010,Mississippi,Cancer,6271
2009,Mississippi,Cancer,6131
2008,Mississippi,Cancer,6166
2007,Mississippi,Cancer,6002
2006,Mississippi,Cancer,6236
2005,Mississippi,Cancer,6065
2004,Mississippi,Cancer,5983
2003,Mississippi,Cancer,5960
2002,Mississippi,Cancer,6069
2001,Mississippi,Cancer,5958
2000,Mississippi,Cancer,6075
1999,Mississippi,Cancer,6143
2016,Missouri,Cancer,12696
2015,Missouri,Cancer,12965
2014,Missouri,Cancer,13067
2013,Missouri,Cancer,12955
2012,Missouri,Cancer,12919
2011,Missouri,Cancer,12473
2010,Missouri,Cancer,12626
2009,Missouri,Cancer,12472
2008,Missouri,Cancer,12523
2007,Missouri,Cancer,12380
2006,Missouri,Cancer,12519
2005,Missouri,Cancer,12419
2004,Missouri,Cancer,12450
2003,Missouri,Cancer,12354
2002,Missouri,Cancer,12322
2001,Missouri,Cancer,12365
2000,Missouri,Cancer,12144
1999,Missouri,Cancer,12186
2016,Montana,Cancer,2031
2015,Montana,Cancer,2130
2014,Montana,Cancer,2066
2013,Montana,Cancer,1997
2012,Montana,Cancer,1954
2011,Montana,Cancer,2022
2010,Montana,Cancer,1923
2009,Montana,Cancer,1914
2008,Montana,Cancer,1862
2007,Montana,Cancer,1921
2006,Montana,Cancer,1943
2005,Montana,Cancer,1956
2004,Montana,Cancer,1867
2003,Montana,Cancer,1847
2002,Montana,Cancer,1911
2001,Montana,Cancer,1956
2000,Montana,Cancer,1867
1999,Montana,Cancer,1854
2016,Nebraska,Cancer,3477
2015,Nebraska,Cancer,3514
2014,Nebraska,Cancer,3459
2013,Nebraska,Cancer,3459
2012,Nebraska,Cancer,3479
2011,Nebraska,Cancer,3410
2010,Nebraska,Cancer,3438
2009,Nebraska,Cancer,3336
2008,Nebraska,Cancer,3376
2007,Nebraska,Cancer,3479
2006,Nebraska,Cancer,3430
2005,Nebraska,Cancer,3355
2004,Nebraska,Cancer,3270
2003,Nebraska,Cancer,3339
2002,Nebraska,Cancer,3433
2001,Nebraska,Cancer,3389
2000,Nebraska,Cancer,3382
1999,Nebraska,Cancer,3410
2016,Nevada,Cancer,5214
2015,Nevada,Cancer,5015
2014,Nevada,Cancer,5015
2013,Nevada,Cancer,4817
2012,Nevada,Cancer,4610
2011,Nevada,Cancer,4606
2010,Nevada,Cancer,4529
2009,Nevada,Cancer,4461
2008,Nevada,Cancer,4404
2007,Nevada,Cancer,4331
2006,Nevada,Cancer,4226
2005,Nevada,Cancer,4238
2004,Nevada,Cancer,4119
2003,Nevada,Cancer,4138
2002,Nevada,Cancer,3937
2001,Nevada,Cancer,3815
2000,Nevada,Cancer,3763
1999,Nevada,Cancer,3556
2016,New Hampshire,Cancer,2875
2015,New Hampshire,Cancer,2773
2014,New Hampshire,Cancer,2698
2013,New Hampshire,Cancer,2584
2012,New Hampshire,Cancer,2660
2011,New Hampshire,Cancer,2740
2010,New Hampshire,Cancer,2525
2009,New Hampshire,Cancer,2562
2008,New Hampshire,Cancer,2576
2007,New Hampshire,Cancer,2609
2006,New Hampshire,Cancer,2534
2005,New Hampshire,Cancer,2549
2004,New Hampshire,Cancer,2554
2003,New Hampshire,Cancer,2485
2002,New Hampshire,Cancer,2529
2001,New Hampshire,Cancer,2398
2000,New Hampshire,Cancer,2484
1999,New Hampshire,Cancer,2408
2016,New Jersey,Cancer,16377
2015,New Jersey,Cancer,16270
2014,New Jersey,Cancer,16591
2013,New Jersey,Cancer,16315
2012,New Jersey,Cancer,16485
2011,New Jersey,Cancer,16708
2010,New Jersey,Cancer,16815
2009,New Jersey,Cancer,16541
2008,New Jersey,Cancer,16876
2007,New Jersey,Cancer,17096
2006,New Jersey,Cancer,17180
2005,New Jersey,Cancer,17171
2004,New Jersey,Cancer,17208
2003,New Jersey,Cancer,17957
2002,New Jersey,Cancer,17827
2001,New Jersey,Cancer,18165
2000,New Jersey,Cancer,18073
1999,New Jersey,Cancer,18178
2016,New Mexico,Cancer,3560
2015,New Mexico,Cancer,3591
2014,New Mexico,Cancer,3478
2013,New Mexico,Cancer,3482
2012,New Mexico,Cancer,3462
2011,New Mexico,Cancer,3328
2010,New Mexico,Cancer,3358
2009,New Mexico,Cancer,3202
2008,New Mexico,Cancer,3355
2007,New Mexico,Cancer,3238
2006,New Mexico,Cancer,3147
2005,New Mexico,Cancer,3141
2004,New Mexico,Cancer,3036
2003,New Mexico,Cancer,3103
2002,New Mexico,Cancer,3067
2001,New Mexico,Cancer,2900
2000,New Mexico,Cancer,2906
1999,New Mexico,Cancer,2857
2016,New York,Cancer,35368
2015,New York,Cancer,35089
2014,New York,Cancer,35392
2013,New York,Cancer,35738
2012,New York,Cancer,35882
2011,New York,Cancer,35469
2010,New York,Cancer,35431
2009,New York,Cancer,35216
2008,New York,Cancer,35351
2007,New York,Cancer,35485
2006,New York,Cancer,35284
2005,New York,Cancer,35556
2004,New York,Cancer,36100
2003,New York,Cancer,36238
2002,New York,Cancer,36661
2001,New York,Cancer,36975
2000,New York,Cancer,37198
1999,New York,Cancer,37609
2016,North Carolina,Cancer,19523
2015,North Carolina,Cancer,19322
2014,North Carolina,Cancer,19342
2013,North Carolina,Cancer,18589
2012,North Carolina,Cancer,18405
2011,North Carolina,Cancer,18284
2010,North Carolina,Cancer,18061
2009,North Carolina,Cancer,17513
2008,North Carolina,Cancer,17453
2007,North Carolina,Cancer,17478
2006,North Carolina,Cancer,17318
2005,North Carolina,Cancer,16724
2004,North Carolina,Cancer,16477
2003,North Carolina,Cancer,16145
2002,North Carolina,Cancer,16210
2001,North Carolina,Cancer,16065
2000,North Carolina,Cancer,15786
1999,North Carolina,Cancer,15815
2016,North Dakota,Cancer,1253
2015,North Dakota,Cancer,1320
2014,North Dakota,Cancer,1304
2013,North Dakota,Cancer,1286
2012,North Dakota,Cancer,1253
2011,North Dakota,Cancer,1321
2010,North Dakota,Cancer,1269
2009,North Dakota,Cancer,1243
2008,North Dakota,Cancer,1354
2007,North Dakota,Cancer,1264
2006,North Dakota,Cancer,1387
2005,North Dakota,Cancer,1302
2004,North Dakota,Cancer,1265
2003,North Dakota,Cancer,1334
2002,North Dakota,Cancer,1293
2001,North Dakota,Cancer,1391
2000,North Dakota,Cancer,1346
1999,North Dakota,Cancer,1366
2016,Ohio,Cancer,25509
2015,Ohio,Cancer,25396
2014,Ohio,Cancer,25433
2013,Ohio,Cancer,24986
2012,Ohio,Cancer,25261
2011,Ohio,Cancer,25140
2010,Ohio,Cancer,25083
2009,Ohio,Cancer,25149
2008,Ohio,Cancer,24998
2007,Ohio,Cancer,25230
2006,Ohio,Cancer,24975
2005,Ohio,Cancer,24702
2004,Ohio,Cancer,24940
2003,Ohio,Cancer,25076
2002,Ohio,Cancer,25173
2001,Ohio,Cancer,24804
2000,Ohio,Cancer,24988
1999,Ohio,Cancer,25233
2016,Oklahoma,Cancer,8115
2015,Oklahoma,Cancer,8280
2014,Oklahoma,Cancer,7934
2013,Oklahoma,Cancer,8039
2012,Oklahoma,Cancer,8040
2011,Oklahoma,Cancer,7997
2010,Oklahoma,Cancer,7831
2009,Oklahoma,Cancer,7639
2008,Oklahoma,Cancer,7657
2007,Oklahoma,Cancer,7727
2006,Oklahoma,Cancer,7491
2005,Oklahoma,Cancer,7446
2004,Oklahoma,Cancer,7269
2003,Oklahoma,Cancer,7338
2002,Oklahoma,Cancer,7474
2001,Oklahoma,Cancer,7411
2000,Oklahoma,Cancer,7402
1999,Oklahoma,Cancer,7312
2016,Oregon,Cancer,8078
2015,Oregon,Cancer,8093
2014,Oregon,Cancer,7863
2013,Oregon,Cancer,7799
2012,Oregon,Cancer,7832
2011,Oregon,Cancer,7802
2010,Oregon,Cancer,7638
2009,Oregon,Cancer,7487
2008,Oregon,Cancer,7479
2007,Oregon,Cancer,7393
2006,Oregon,Cancer,7309
2005,Oregon,Cancer,7326
2004,Oregon,Cancer,7236
2003,Oregon,Cancer,7232
2002,Oregon,Cancer,7249
2001,Oregon,Cancer,7057
2000,Oregon,Cancer,6951
1999,Oregon,Cancer,6905
2016,Pennsylvania,Cancer,28492
2015,Pennsylvania,Cancer,28697
2014,Pennsylvania,Cancer,28692
2013,Pennsylvania,Cancer,28512
2012,Pennsylvania,Cancer,28909
2011,Pennsylvania,Cancer,28895
2010,Pennsylvania,Cancer,29055
2009,Pennsylvania,Cancer,28881
2008,Pennsylvania,Cancer,28964
2007,Pennsylvania,Cancer,29014
2006,Pennsylvania,Cancer,29172
2005,Pennsylvania,Cancer,29616
2004,Pennsylvania,Cancer,29424
2003,Pennsylvania,Cancer,29841
2002,Pennsylvania,Cancer,29849
2001,Pennsylvania,Cancer,29914
2000,Pennsylvania,Cancer,30161
1999,Pennsylvania,Cancer,30312
2016,Rhode Island,Cancer,2171
2015,Rhode Island,Cancer,2226
2014,Rhode Island,Cancer,2242
2013,Rhode Island,Cancer,2326
2012,Rhode Island,Cancer,2148
2011,Rhode Island,Cancer,2170
2010,Rhode Island,Cancer,2266
2009,Rhode Island,Cancer,2220
2008,Rhode Island,Cancer,2227
2007,Rhode Island,Cancer,2213
2006,Rhode Island,Cancer,2250
2005,Rhode Island,Cancer,2292
2004,Rhode Island,Cancer,2418
2003,Rhode Island,Cancer,2328
2002,Rhode Island,Cancer,2404
2001,Rhode Island,Cancer,2398
2000,Rhode Island,Cancer,2433
1999,Rhode Island,Cancer,2463
2016,South Carolina,Cancer,10356
2015,South Carolina,Cancer,9950
2014,South Carolina,Cancer,9930
2013,South Carolina,Cancer,9745
2012,South Carolina,Cancer,9728
2011,South Carolina,Cancer,9543
2010,South Carolina,Cancer,9356
2009,South Carolina,Cancer,9123
2008,South Carolina,Cancer,9199
2007,South Carolina,Cancer,8867
2006,South Carolina,Cancer,8853
2005,South Carolina,Cancer,8652
2004,South Carolina,Cancer,8348
2003,South Carolina,Cancer,8512
2002,South Carolina,Cancer,8333
2001,South Carolina,Cancer,8272
2000,South Carolina,Cancer,8250
1999,South Carolina,Cancer,8089
2016,South Dakota,Cancer,1694
2015,South Dakota,Cancer,1640
2014,South Dakota,Cancer,1698
2013,South Dakota,Cancer,1577
2012,South Dakota,Cancer,1630
2011,South Dakota,Cancer,1665
2010,South Dakota,Cancer,1655
2009,South Dakota,Cancer,1503
2008,South Dakota,Cancer,1570
2007,South Dakota,Cancer,1612
2006,South Dakota,Cancer,1570
2005,South Dakota,Cancer,1612
2004,South Dakota,Cancer,1555
2003,South Dakota,Cancer,1636
2002,South Dakota,Cancer,1562
2001,South Dakota,Cancer,1590
2000,South Dakota,Cancer,1597
1999,South Dakota,Cancer,1632
2016,Tennessee,Cancer,14450
2015,Tennessee,Cancer,14214
2014,Tennessee,Cancer,14173
2013,Tennessee,Cancer,13953
2012,Tennessee,Cancer,13765
2011,Tennessee,Cancer,13562
2010,Tennessee,Cancer,13593
2009,Tennessee,Cancer,13482
2008,Tennessee,Cancer,13162
2007,Tennessee,Cancer,13161
2006,Tennessee,Cancer,13051
2005,Tennessee,Cancer,12995
2004,Tennessee,Cancer,12586
2003,Tennessee,Cancer,12613
2002,Tennessee,Cancer,12518
2001,Tennessee,Cancer,12229
2000,Tennessee,Cancer,12339
1999,Tennessee,Cancer,11943
2016,Texas,Cancer,40195
2015,Texas,Cancer,39121
2014,Texas,Cancer,38847
2013,Texas,Cancer,38412
2012,Texas,Cancer,38142
2011,Texas,Cancer,37351
2010,Texas,Cancer,36717
2009,Texas,Cancer,35591
2008,Texas,Cancer,35713
2007,Texas,Cancer,35074
2006,Texas,Cancer,34939
2005,Texas,Cancer,34291
2004,Texas,Cancer,33937
2003,Texas,Cancer,33867
2002,Texas,Cancer,34164
2001,Texas,Cancer,33488
2000,Texas,Cancer,33300
1999,Texas,Cancer,32755
2016,United States,Cancer,598038
2015,United States,Cancer,595930
2014,United States,Cancer,591700
2013,United States,Cancer,584881
2012,United States,Cancer,582623
2011,United States,Cancer,576691
2010,United States,Cancer,574743
2009,United States,Cancer,567628
2008,United States,Cancer,565469
2007,United States,Cancer,562875
2006,United States,Cancer,559888
2005,United States,Cancer,559312
2004,United States,Cancer,553888
2003,United States,Cancer,556902
2002,United States,Cancer,557271
2001,United States,Cancer,553768
2000,United States,Cancer,553091
1999,United States,Cancer,549838
2016,Utah,Cancer,3125
2015,Utah,Cancer,3091
2014,Utah,Cancer,3043
2013,Utah,Cancer,2971
2012,Utah,Cancer,2876
2011,Utah,Cancer,2746
2010,Utah,Cancer,2810
2009,Utah,Cancer,2555
2008,Utah,Cancer,2492
2007,Utah,Cancer,2572
2006,Utah,Cancer,2615
2005,Utah,Cancer,2520
2004,Utah,Cancer,2445
2003,Utah,Cancer,2444
2002,Utah,Cancer,2376
2001,Utah,Cancer,2313
2000,Utah,Cancer,2359
1999,Utah,Cancer,2393
2016,Vermont,Cancer,1356
2015,Vermont,Cancer,1399
2014,Vermont,Cancer,1379
2013,Vermont,Cancer,1318
2012,Vermont,Cancer,1325
2011,Vermont,Cancer,1347
2010,Vermont,Cancer,1392
2009,Vermont,Cancer,1254
2008,Vermont,Cancer,1279
2007,Vermont,Cancer,1346
2006,Vermont,Cancer,1214
2005,Vermont,Cancer,1202
2004,Vermont,Cancer,1212
2003,Vermont,Cancer,1210
2002,Vermont,Cancer,1224
2001,Vermont,Cancer,1249
2000,Vermont,Cancer,1240
1999,Vermont,Cancer,1255
2016,Virginia,Cancer,15027
2015,Virginia,Cancer,14947
2014,Virginia,Cancer,14749
2013,Virginia,Cancer,14414
2012,Virginia,Cancer,14294
2011,Virginia,Cancer,14376
2010,Virginia,Cancer,14080
2009,Virginia,Cancer,14122
2008,Virginia,Cancer,13983
2007,Virginia,Cancer,14009
2006,Virginia,Cancer,13829
2005,Virginia,Cancer,13877
2004,Virginia,Cancer,13385
2003,Virginia,Cancer,13781
2002,Virginia,Cancer,13602
2001,Virginia,Cancer,13345
2000,Virginia,Cancer,13528
1999,Virginia,Cancer,13365
2016,Washington,Cancer,12594
2015,Washington,Cancer,12687
2014,Washington,Cancer,12205
2013,Washington,Cancer,11928
2012,Washington,Cancer,11952
2011,Washington,Cancer,12002
2010,Washington,Cancer,11874
2009,Washington,Cancer,11922
2008,Washington,Cancer,11618
2007,Washington,Cancer,11568
2006,Washington,Cancer,11055
2005,Washington,Cancer,11048
2004,Washington,Cancer,10989
2003,Washington,Cancer,11064
2002,Washington,Cancer,10858
2001,Washington,Cancer,10802
2000,Washington,Cancer,10668
1999,Washington,Cancer,10653
2016,West Virginia,Cancer,4659
2015,West Virginia,Cancer,4839
2014,West Virginia,Cancer,4880
2013,West Virginia,Cancer,4718
2012,West Virginia,Cancer,4684
2011,West Virginia,Cancer,4782
2010,West Virginia,Cancer,4685
2009,West Virginia,Cancer,4786
2008,West Virginia,Cancer,4605
2007,West Virginia,Cancer,4690
2006,West Virginia,Cancer,4613
2005,West Virginia,Cancer,4617
2004,West Virginia,Cancer,4694
2003,West Virginia,Cancer,4610
2002,West Virginia,Cancer,4652
2001,West Virginia,Cancer,4685
2000,West Virginia,Cancer,4753
1999,West Virginia,Cancer,4762
2016,Wisconsin,Cancer,11498
2015,Wisconsin,Cancer,11423
2014,Wisconsin,Cancer,11393
2013,Wisconsin,Cancer,11425
2012,Wisconsin,Cancer,11252
2011,Wisconsin,Cancer,11608
2010,Wisconsin,Cancer,11279
2009,Wisconsin,Cancer,10866
2008,Wisconsin,Cancer,11185
2007,Wisconsin,Cancer,10963
2006,Wisconsin,Cancer,10925
2005,Wisconsin,Cancer,10943
2004,Wisconsin,Cancer,10861
2003,Wisconsin,Cancer,10648
2002,Wisconsin,Cancer,10828
2001,Wisconsin,Cancer,10777
2000,Wisconsin,Cancer,10638
1999,Wisconsin,Cancer,10755
2016,Wyoming,Cancer,962
2015,Wyoming,Cancer,931
2014,Wyoming,Cancer,922
2013,Wyoming,Cancer,946
2012,Wyoming,Cancer,955
2011,Wyoming,Cancer,936
2010,Wyoming,Cancer,1016
2009,Wyoming,Cancer,936
2008,Wyoming,Cancer,874
2007,Wyoming,Cancer,940
2006,Wyoming,Cancer,927
2005,Wyoming,Cancer,886
2004,Wyoming,Cancer,875
2003,Wyoming,Cancer,943
2002,Wyoming,Cancer,859
2001,Wyoming,Cancer,923
2000,Wyoming,Cancer,868
1999,Wyoming,Cancer,899
2016,Alabama,CLRD,3326
2015,Alabama,CLRD,3279
2014,Alabama,CLRD,3050
2013,Alabama,CLRD,3043
2012,Alabama,CLRD,3015
2011,Alabama,CLRD,2912
2010,Alabama,CLRD,2866
2009,Alabama,CLRD,2770
2008,Alabama,CLRD,2733
2007,Alabama,CLRD,2530
2006,Alabama,CLRD,2309
2005,Alabama,CLRD,2382
2004,Alabama,CLRD,2361
2003,Alabama,CLRD,2434
2002,Alabama,CLRD,2328
2001,Alabama,CLRD,2204
2000,Alabama,CLRD,2057
1999,Alabama,CLRD,2179
2016,Alaska,CLRD,238
2015,Alaska,CLRD,204
2014,Alaska,CLRD,192
2013,Alaska,CLRD,197
2012,Alaska,CLRD,189
2011,Alaska,CLRD,194
2010,Alaska,CLRD,176
2009,Alaska,CLRD,196
2008,Alaska,CLRD,181
2007,Alaska,CLRD,175
2006,Alaska,CLRD,140
2005,Alaska,CLRD,158
2004,Alaska,CLRD,139
2003,Alaska,CLRD,147
2002,Alaska,CLRD,142
2001,Alaska,CLRD,147
2000,Alaska,CLRD,132
1999,Alaska,CLRD,146
2016,Arizona,CLRD,3800
2015,Arizona,CLRD,3681
2014,Arizona,CLRD,3396
2013,Arizona,CLRD,3345
2012,Arizona,CLRD,3221
2011,Arizona,CLRD,3166
2010,Arizona,CLRD,2926
2009,Arizona,CLRD,2839
2008,Arizona,CLRD,2939
2007,Arizona,CLRD,2686
2006,Arizona,CLRD,2799
2005,Arizona,CLRD,2821
2004,Arizona,CLRD,2416
2003,Arizona,CLRD,2560
2002,Arizona,CLRD,2575
2001,Arizona,CLRD,2499
2000,Arizona,CLRD,2508
1999,Arizona,CLRD,2553
2016,Arkansas,CLRD,2169
2015,Arkansas,CLRD,2270
2014,Arkansas,CLRD,2092
2013,Arkansas,CLRD,2090
2012,Arkansas,CLRD,1910
2011,Arkansas,CLRD,1985
2010,Arkansas,CLRD,1773
2009,Arkansas,CLRD,1831
2008,Arkansas,CLRD,1887
2007,Arkansas,CLRD,1656
2006,Arkansas,CLRD,1498
2005,Arkansas,CLRD,1559
2004,Arkansas,CLRD,1428
2003,Arkansas,CLRD,1500
2002,Arkansas,CLRD,1441
2001,Arkansas,CLRD,1368
2000,Arkansas,CLRD,1405
1999,Arkansas,CLRD,1358
2016,California,CLRD,13710
2015,California,CLRD,13621
2014,California,CLRD,12780
